"","Query Mass","Database Mass (neutral mass)","rt","Isotope","Adduct","Name","spectra","Biofluid","ENTRY","p.adj","p","Fisher.Test","Mean Class plasma","Mean Class plasma_ringer_palm","Median Class plasma","Median Class plasma_ringer_palm","plasma","plasma_ringer_palm","X1","X2","X3","X4","X5","X6","X7","X8"
"610",274.2074,"Unknown","5.22","","[M+NH4+HCOOH]+ 210.172","Unknown","18","unknown","unknown",0.816629926920983,0.816629926920983,NA,2350180.01341063,2706282.8573091,2160066.15625835,2654864.22148158,4,3,4062406.18123096,2569910.53084494,1750221.78167175,1018181.55989485,951747.06640257,5423691.91322134,91711.0730518951,4357981.37656058
"611",275.1908,"274.178009","5.21","[34][M+1]+",""," 3-Hydroxytetradecanedioic acid ","18","Not Available","HMDB00394 ",0.755901693626134,0.755901693626134,NA,6708457.52147052,7969871.35617836,6194415.03138585,7792286.36945513,4,4,11270837.9122087,7303029.08356303,5085800.97920867,3174162.11090172,2949894.17845288,14908948.8276867,1385963.8581165,12634678.5604574
"612",443.3353,"Unknown","6.93","","[M+Na]+ 420.345","Unknown","3","unknown","unknown",0.519326671926135,0.519326671926135,NA,15563784.6216349,20960815.5368257,16196438.7573144,20750811.8873502,3,4,27203686.6132772,2658574.35863353,21535912.0841203,10856965.4305085,12081312.1561621,32033035.5272867,10308602.8453158,29420311.6185383
"613",307.0361,"306.025299","5.19","",""," Uridine 2',3'-cyclic phosphate ","18","Not Available","HMDB11640 ",0.905722309794037,0.905722309794037,NA,378438.9385812,356443.737977063,406222.312904333,321511.238121549,4,3,544170.014072809,481067.676223769,331376.949584897,157141.114443323,174659.911473938,468362.56476916,48764.9648731618,733987.510791991
"614",307.0361,"306.02951","5.19","",""," Pelargonidin ","18","Urine","HMDB03263 ",0.905722309794037,0.905722309794037,NA,378438.9385812,356443.737977063,406222.312904333,321511.238121549,4,3,544170.014072809,481067.676223769,331376.949584897,157141.114443323,174659.911473938,468362.56476916,48764.9648731618,733987.510791991
"615",443.3362,"Unknown","5.22","[98][M]+","[2M+Na]+ 210.172","Unknown","18","unknown","unknown",0.594452384564538,0.594452384564538,NA,8418811.35579474,12883503.1826123,6805050.06700444,11794801.3386027,4,4,18089680.8792287,9078703.10688404,4531397.02712485,1975464.40994134,1748534.95340065,27610466.944861,333943.108382812,21841067.7238047
"616",444.3394,"Unknown","5.22","[98][M+1]+","","Unknown","18","unknown","unknown",0.617629514546514,0.617629514546514,NA,2035259.441278,3060007.47396852,1647341.38331215,2736691.25209164,4,3,4458235.56730741,2247396.00878529,1047286.757839,388119.431180298,363534.366886297,6753487.75369734,13159.637993442,5109848.13729698
"617",623.4405,"Unknown","5.21","","","Unknown","18","unknown","unknown",0.315015589687721,0.315015589687721,NA,1585519.45020612,479744.578643002,770795.386763099,496606.970988297,4,3,959930.79827046,4310657.73862532,581659.975255738,489829.288672985,383590.454429296,880091.2293836,45673.1432118134,609623.487547297
"618",172.1695,"Unknown","6.21","","[M+H]+ 171.164","Unknown","22","unknown","unknown",0.643177905117012,0.643177905117012,NA,1334642.30335919,1633235.98070773,1342221.92286577,1628175.24658015,4,4,1855150.74825038,1438077.64015092,1246366.20558061,798974.619454864,736249.563613008,2661503.91695422,615089.512716399,2520100.9295473
"619",241.1733,"Unknown","6.14","","","Unknown","22","unknown","unknown",0.658617655285201,0.658617655285201,NA,1934380.88803609,2318646.99046619,1995455.44605234,2003938.74877756,4,4,1950977.14351318,2562053.31920231,2039933.74859151,1184559.34083736,1971430.58625438,4420867.08720272,845843.377106932,2036446.91130074
"620",257.1683,"Unknown","6.14","","[M+H]+ 256.158","Unknown","22","unknown","unknown",0.412978817895987,0.412978817895987,NA,697629.840238244,959747.607712206,713227.672696573,904614.952508066,3,4,867042.594441172,1076526.30358141,287537.711978422,559412.750951975,1203524.55331899,1514886.48999731,605705.351697143,514874.035835384
"621",281.1383,"Unknown","6.17","","","Unknown","22","unknown","unknown",0.596357725154635,0.596357725154635,NA,3918261.5527944,3372283.63730189,3648974.09895799,3735034.5103992,4,3,3431139.36898053,3769322.36062724,4943958.6442811,3528625.83728874,5059439.52786255,3285228.04018456,4184840.98061384,959626.000546631
"622",295.1176,"Unknown","6.17","","[M+K]+ 256.158","Unknown","22","unknown","unknown",0.513647075896385,0.513647075896385,NA,353606.611563843,424357.631102762,400619.147040611,419558.97449152,3,4,366230.987400816,113958.004233513,499230.147940634,435007.306680406,550490.679873807,307821.895554201,480224.054586699,358893.894396341
"623",482.4053,"Unknown","6.9","","[M+NH4]+ 464.371","Unknown","3","unknown","unknown",0.945344972132685,0.945344972132685,NA,24807767.7501444,25266871.6530582,25980950.3671832,24728690.0194108,4,4,31989020.4579238,21994835.7750207,29967064.9593457,15280149.8082874,17876843.4769508,31580536.5618709,15317025.6234859,36293080.9499253
"624",302.2148,"Unknown","6.17","","","Unknown","22","unknown","unknown",0.704110994731557,0.704110994731557,NA,864010.564101166,769168.191223554,833501.145300021,725023.733029862,4,4,779800.491830689,701196.265993279,1087843.69981134,887201.798769354,632836.318382813,817211.147676911,295485.783129077,1331139.51570541
"625",307.0932,"Unknown","6.18","","[M+H]+ 306.086","Unknown","22","unknown","unknown",0.90480684775225,0.90480684775225,NA,651978.610348242,703971.498161309,536325.575069168,705388.512424906,4,3,1274635.08676408,662498.034217372,410153.115920964,260628.204490556,207160.967088868,1395022.91525886,10086.0525365637,1203616.05776094
"626",329.0751,"Unknown","6.18","","[M+Na]+ 306.086","Unknown","22","unknown","unknown",0.955465313605549,0.955465313605549,NA,644352.215866179,669816.273926513,501158.41155439,621155.553366353,4,2,1324655.54921236,625345.373680067,376971.449428712,250436.491143574,63863.4495007689,1406400.83833925,30553.1506340934,1178447.65723194
"627",344.1215,"Unknown","6.14","","[M+K+CF3COOH]+ 171.164","Unknown","22","unknown","unknown",0.653495620243542,0.653495620243542,NA,282281.408353704,347175.225505834,344661.953947024,278971.124926196,3,4,38126.3962269288,337850.187286827,401675.329293837,351473.720607222,651772.753732666,178985.898438276,198805.791849009,359136.458003383
"628",344.2793,"343.272247","6.16","","[M+H]+ 343.263"," Dodecanoylcarnitine ","22","Blood","HMDB02250 ",0.598056553232104,0.598056553232104,NA,2502006.82143448,2073730.51136869,2492661.16557433,1575364.0709163,4,4,2192167.12258092,2793155.20856774,3398863.96980993,1623840.98477933,1845793.56724163,1152961.86706621,1304934.57459097,3991232.03657596
"629",348.3261,"Unknown","6.18","","[M+Na]+ 325.337","Unknown","22","unknown","unknown",0.660255942874222,0.660255942874222,NA,1324358.18054433,1658154.45102668,1306440.8752755,1642860.19584259,4,4,2442945.13417785,1499820.99258425,1113060.75796675,241605.837448447,913659.689621633,2372060.70206354,517635.333614735,2829262.07880682
"630",359.0737,"Unknown","6.15","","","Unknown","22","unknown","unknown",0.981811030153866,0.981811030153866,NA,633563.705578782,624707.536917411,697022.676080082,474779.632995699,4,2,806865.063346394,897713.077943879,587180.288813769,242496.392211086,302460.239465818,647099.026525579,0,1549270.88167824
"631",361.2881,"Unknown","6.2","","[M+NH4]+ 343.263","Unknown","22","unknown","unknown",0.764068788947967,0.764068788947967,NA,3789180.58090988,5100782.56997996,1260744.86926324,3597866.14175222,4,3,12235007.391788,2118803.91951227,402685.819014203,400225.193325045,727369.845697459,13181512.7306745,25885.2657408731,6468362.43780698
"632",410.3061,"Unknown","6.18","[80][M]+","[M+K+HCOOH]+ 325.337","Unknown","22","unknown","unknown",0.586988227525547,0.586988227525547,NA,5673187.48323405,8377236.71793397,6284671.32173817,7923049.45747688,4,3,7438458.28082195,9113123.41580567,5130884.36265439,1010283.87365418,2458294.80072053,17624950.1636228,37897.7931592896,13387804.1142332
"633",411.3088,"Unknown","6.18","[80][M+1]+","","Unknown","22","unknown","unknown",0.564806695355723,0.564806695355723,NA,1490581.22239778,2288557.1916118,1673149.5770093,2116481.66804899,4,3,2027313.52590435,2430930.25404603,1318985.62811426,185095.481526502,626599.761393873,4910637.47778582,10627.9525633827,3606363.57470411
"634",487.36,"Unknown","6.9","","[M+Na]+ 464.371","Unknown","3","unknown","unknown",0.932696327809874,0.932696327809874,NA,15650365.4946815,15261349.2740056,15087670.3576448,14822006.157008,4,4,22331814.7408715,17288950.5484827,12886390.1668069,10094306.522565,11113476.6982783,23406114.6365725,7995270.14543362,18530535.6157377
"635",414.2994,"Unknown","6.16","","","Unknown","22","unknown","unknown",0.95693478885722,0.95693478885722,NA,4344454.5752991,4509891.76392719,2859379.86822977,4037439.26955665,4,4,1202596.3088908,4516163.42756873,587166.624043979,11071891.9406929,4923229.74835861,8910057.44923846,3151648.7907547,1054631.06735699
"636",415.2092,"Unknown","6.17","[83][M]+","[M+H]+ 414.202","Unknown","22","unknown","unknown",0.940684194294998,0.940684194294998,NA,51678474.6689726,52245765.9328073,47800499.7546097,49262176.31487,4,4,46955541.6294118,48573789.3803696,64157357.537259,47027210.1288498,68307727.6439413,42150983.4575481,54186191.5080621,44338161.1216779
"637",415.2118,"Unknown","6.17","","[M+H]+ 414.202","Unknown","22","unknown","unknown",0.94532907935356,0.94532907935356,NA,51746470.1327109,52269856.8308088,47877655.6631036,49255964.4701536,4,4,47001807.1014279,48695837.793158,64228762.1032087,47059473.5330492,68372035.7610467,42195462.6218813,54176556.7972827,44335372.1430246
"638",416.2159,"Unknown","6.17","[83][M+1]+","","Unknown","22","unknown","unknown",0.940505991777711,0.940505991777711,NA,13020877.9832109,13160053.734607,12057349.4524232,12451224.6055423,4,4,11893913.7225808,12168271.1327289,16074899.3054163,11946427.7721175,17042214.3293042,10695551.3980394,13752540.4104398,11149908.8006447
"639",417.2173,"Unknown","6.17","[83][M+2]+","","Unknown","22","unknown","unknown",0.489251357616125,0.489251357616125,NA,1346265.7166476,1644959.50955524,1448193.54291693,1584700.81900852,3,4,387770.460648597,1489367.59361869,2100905.32010795,1407019.49221518,2100402.29495695,1310034.10524696,1731844.68316894,1437556.9548481
"640",432.2374,"Unknown","6.17","[89][M]+","[M+NH4]+ 414.202","Unknown","22","unknown","unknown",0.868050867700068,0.868050867700068,NA,9604116.58951103,9809298.04182531,9697726.10732911,9252271.92513538,4,4,9668940.26072021,9726511.95393801,11160821.0734632,7860193.06992265,12588614.3477016,8144033.96932887,9390513.17098774,9114030.67928302
"641",433.242,"Unknown","6.17","[89][M+1]+","","Unknown","22","unknown","unknown",0.901954680940225,0.901954680940225,NA,2284723.10193093,2321224.26085231,2209838.97584802,2142068.55548088,4,4,2242414.6665313,2177263.28516475,2718208.19537679,2001006.26065088,3004742.25080722,1996017.68164025,2276081.32948761,2008055.78147414
"642",437.1622,"Unknown","6.17","[91][M]+","[M+Na]+ 414.175","Unknown","22","unknown","unknown",0.263247908030165,0.263247908030165,NA,2314930.4852862,1449855.35817937,2191553.78964423,1338094.48541877,4,2,2156643.71352629,2226463.86576216,2889039.41129133,1987574.95056501,2764236.48992793,358995.971951985,2262503.12690463,413685.843932915
"643",437.1647,"Unknown","6.17","","[M+Na]+ 414.175","Unknown","22","unknown","unknown",0.0754697566452957,0.0754697566452957,NA,22673521.2397724,2237147.19187883,28571080.4886591,2182515.58051545,0,4,28459850.84689,28682310.1304281,33543227.00997,8696.97180161476,2626207.79888833,1957349.8075961,2253601.10851105,2111430.05251985
"644",437.1907,"Unknown","6.17","[92][M]+","[M+Na]+ 414.202","Unknown","22","unknown","unknown",0.181009887902684,0.181009887902684,NA,113193055.874144,70196934.0452594,109398931.331313,63967507.8660541,4,2,108670254.490648,110127608.171979,134899440.315104,99074920.5188467,125587555.381293,98380176.5622367,29554839.1698714,27265165.0676367
"645",495.8166,"Unknown","6.9","","","Unknown","3","unknown","unknown",0.749903979463858,0.749903979463858,NA,2694563.43077986,3011769.24643136,2621319.53851853,3174634.07203949,3,4,4256852.75978281,1278761.88629958,1444245.55131616,3798393.5257209,4126659.68593809,3418842.00103894,2930426.14304004,1571149.15570835
"646",437.1936,"Unknown","6.17","","[M+Na]+ 414.202","Unknown","22","unknown","unknown",0.648863327971809,0.648863327971809,NA,113266796.489872,108534456.605717,109495484.868241,105003390.487543,4,4,108759126.736345,110231843.000137,134933573.062972,99142643.1600328,125675706.36117,98455339.0866125,109880237.363029,100126543.612056
"647",437.2216,"Unknown","6.17","","[M+Na]+ 414.226","Unknown","22","unknown","unknown",0.18862811079673,0.18862811079673,NA,730145.765601892,13870085.4566394,757833.157407219,13550316.9473866,4,1,796694.312173253,718972.002641186,801932.201382715,602984.546210413,905237.07022827,32354.8074856298,28347353.1242987,26195396.8245449
"648",437.6261,"Unknown","6.17","","","Unknown","22","unknown","unknown",0.416315458928765,0.416315458928765,NA,179272.78146657,148735.992011362,183124.86319286,175513.858731253,4,3,183756.143730468,182493.582655251,213325.837197015,137515.562283545,58604.4690181346,166908.839929955,184118.877532552,185311.781564805
"649",438.1703,"Unknown","6.17","[91][M+1]+","","Unknown","22","unknown","unknown",0.333347821630185,0.333347821630185,NA,499638.491717383,370400.693088363,490790.145511444,448845.729580003,4,3,519926.548310995,461653.742711892,616994.399897298,399979.275949348,533002.825600267,50908.4875931792,443333.303817444,454358.155342562
"650",438.1976,"Unknown","6.17","[92][M+1]+","","Unknown","22","unknown","unknown",0.567927934724185,0.567927934724185,NA,23629554.1680939,27387074.0918949,26438828.0513327,26343812.2719631,3,4,7467171.81381926,27839042.5333805,34173388.7558909,25038613.569285,32434284.9411606,24426386.8824929,27077830.0091244,25609794.5348017
"651",439.1989,"Unknown","6.17","[92][M+2]+","","Unknown","22","unknown","unknown",0.617279085527958,0.617279085527958,NA,3812123.15932959,3651495.16401255,3681483.57329169,3570701.70782876,4,4,3676458.09770823,3686509.04887516,4519766.809151,3365758.68158397,4126250.77377027,3338326.46662239,3697854.50489207,3443548.91076544
"652",440.2025,"Unknown","6.17","[92][M+3]+","","Unknown","22","unknown","unknown",0.498680938861014,0.498680938861014,NA,328398.999963097,272602.401155384,315770.456647539,339706.318628137,4,3,390267.929189898,327207.790642394,304333.122652685,291787.157367413,342917.916943198,60060.2872484484,350936.680116815,336494.720313076
"653",450.321,"449.314117","6.18","[101][M]+","[M+H]+ 449.314"," Deoxycholic acid glycine conjugate ","22","Bile","HMDB00631 ",0.845830202119631,0.845830202119631,NA,8040858.96599162,6898366.88640027,5817950.91071524,4034515.53660805,4,3,2359662.35011657,9276239.4713139,948649.729750589,19578884.3127854,2598956.6255014,17673739.6911437,5470074.4477147,1850696.7812413
"654",450.321,"449.314117","6.18","[101][M]+","[M+H]+ 449.314"," Chenodeoxycholic acid glycine conjugate ","22","Bile; Blood; Urine","HMDB00637 ",0.845830202119631,0.845830202119631,NA,8040858.96599162,6898366.88640027,5817950.91071524,4034515.53660805,4,3,2359662.35011657,9276239.4713139,948649.729750589,19578884.3127854,2598956.6255014,17673739.6911437,5470074.4477147,1850696.7812413
"655",450.321,"449.314117","6.18","[101][M]+","[M+H]+ 449.314"," Glycoursodeoxycholic acid ","22","Blood","HMDB00708 ",0.845830202119631,0.845830202119631,NA,8040858.96599162,6898366.88640027,5817950.91071524,4034515.53660805,4,3,2359662.35011657,9276239.4713139,948649.729750589,19578884.3127854,2598956.6255014,17673739.6911437,5470074.4477147,1850696.7812413
"656",496.3386,"495.332489","6.9","[119][M]+","[M+H]+ 495.329"," LysoPC(16:0) ","3","Blood","HMDB10382 ",0.187084388476068,0.187084388476068,NA,1618483178.91128,962318436.77142,1802452383.25312,1123721993.81052,4,4,1866521303.1597,2037075240.11592,831952709.022937,1738383463.34655,32602794.4925239,1569226964.97211,1389457614.01189,857986373.609152
"657",450.321,"449.314117","6.18","[101][M]+","[M+H]+ 449.314"," Chenodeoxyglycocholic acid ","22","Not Available","HMDB06898 ",0.845830202119631,0.845830202119631,NA,8040858.96599162,6898366.88640027,5817950.91071524,4034515.53660805,4,3,2359662.35011657,9276239.4713139,948649.729750589,19578884.3127854,2598956.6255014,17673739.6911437,5470074.4477147,1850696.7812413
"658",451.3244,"Unknown","6.18","[101][M+1]+","","Unknown","22","unknown","unknown",0.347191155641761,0.347191155641761,NA,1107252.6845693,2204036.40499013,970495.418730124,1952291.5520954,2,4,493263.487273309,2459322.58110583,28697.31971113,1447727.35018694,2486857.51509653,4582347.51242696,1417725.58909428,329215.003342735
"659",453.1386,"Unknown","6.17","","[M+K]+ 414.175","Unknown","22","unknown","unknown",0.753748932079863,0.753748932079863,NA,762204.28493498,837984.570480874,825637.968169087,888456.883066568,3,4,920907.327346822,730368.608991352,1205377.36501634,192163.838385407,902997.03432243,641893.184510197,933131.331280163,873916.731810706
"660",453.1678,"Unknown","6.17","[104][M]+","[M+K]+ 414.202","Unknown","22","unknown","unknown",0.780352205528335,0.780352205528335,NA,55727522.0452366,53923338.2457472,52155523.2203521,55330612.1090128,4,4,54906532.5588974,49404513.8818069,70975041.4152895,47624000.3249527,56255077.2796271,45441908.0533322,59590220.7116311,54406146.9383985
"661",453.182,"Unknown","6.17","","[M+K]+ 414.226","Unknown","22","unknown","unknown",0.721616641723512,0.721616641723512,NA,30056381.9064752,28091130.8357148,30487436.448561,29833383.7075686,4,3,32977401.7220547,29595137.1766322,26273253.006724,31379735.7204897,31756856.9906084,27909910.4245289,37892893.9869839,14804861.9407381
"662",454.1719,"Unknown","6.17","[104][M+1]+","","Unknown","22","unknown","unknown",0.301606142284187,0.301606142284187,NA,9517544.76258181,14080503.8382545,8233865.17107039,14468608.5684292,2,4,3572385.34909505,12895344.9930457,18229311.518419,3373137.18976745,14362123.6229347,12442557.6303171,14942240.5858423,14575093.5139238
"663",455.1673,"Unknown","6.17","[104][M+2]+","","Unknown","22","unknown","unknown",0.675971421488971,0.675971421488971,NA,3978531.62176134,3788238.36105447,3736100.05587437,3820636.17691306,4,4,3979772.37522084,3492427.7365279,5005133.8233273,3436792.55196932,3933162.74460039,3208321.41604702,4303359.67434475,3708109.60922573
"664",460.2695,"Unknown","6.17","[108][M]+","","Unknown","22","unknown","unknown",0.877337424977702,0.877337424977702,NA,19057815.203684,19788782.6270527,18655516.678144,20482038.4961421,4,4,12918961.1169525,14684929.8372232,26001266.3414954,22626103.5190647,25660387.8066469,12530665.7092797,25025093.3912929,15938983.6009912
"665",461.2733,"Unknown","6.16","[108][M+1]+","","Unknown","22","unknown","unknown",0.882372815709311,0.882372815709311,NA,5041755.14595337,5224310.70701518,4920758.08762263,5428903.05542541,4,4,3528179.44985096,3917495.70183314,6797324.95871727,5924020.47341212,6748724.0172494,3290712.69996048,6693752.55417269,4164053.55667813
"666",472.3032,"Unknown","6.18","","[M+Na]+ 449.314","Unknown","22","unknown","unknown",0.875876296110616,0.875876296110616,NA,9297831.57390758,8258728.59330129,6717876.25755392,5088460.88807192,4,3,3361644.32991827,10074108.1851896,1112278.41323729,22643295.3672852,3061941.29188903,20299573.4486264,7114980.48425481,2558419.14843488
"667",225.1951,"Unknown","5.83","[11][M]+","[M+H]+ 224.188","Unknown","1","unknown","unknown",0.265274505775659,0.265274505775659,NA,2113999826.86401,1210146984.51343,1821832399.63426,1311362855.75943,4,3,3729953762.1836,1082380746.00394,2496068829.3355,1147595969.93302,1899460339.76872,318401886.766152,1447272615.2316,1175453096.28726
"668",496.5515,"Unknown","6.9","","","Unknown","3","unknown","unknown",0.269388084175847,0.269388084175847,NA,952612.518351453,1920475.45996485,337072.50827462,2063818.86976015,1,4,195851.799683766,3071642.4789389,64662.5779176675,478293.216865474,2161148.12822364,2082391.15062997,2045246.58889032,1393115.97211548
"669",494.2854,"Unknown","6.17","","[M+2Na-H]+ 449.314","Unknown","22","unknown","unknown",0.753211576973933,0.753211576973933,NA,2292897.94687218,2897365.63884701,1360371.91362485,2712056.61995706,2,4,66093.94195314,2654649.88529656,64963.3697676488,6385884.59047139,3362211.46013732,5557837.89886934,2061901.7797768,607511.416604578
"670",499.1637,"Unknown","6.17","","[M+K+HCOOH]+ 414.202","Unknown","22","unknown","unknown",0.459582187361061,0.459582187361061,NA,1051045.39818351,868586.970486598,1088813.72330625,1059640.5598805,4,3,1192133.52895495,993030.925218887,1184596.52139361,834420.617166579,1070085.46659372,251030.499293726,1049195.65316728,1104036.26289167
"671",505.1814,"504.169037","6.17","",""," Maltotriose ","22","Blood","HMDB01262 ",0.171528782704919,0.171528782704919,NA,335650.75517872,209539.34519322,349913.392268124,194805.767263267,4,2,409667.189651238,290159.59488501,418234.343735253,224541.892443378,351481.466844944,287632.806258205,97064.3794014015,101978.728268329
"672",505.1814,"504.169037","6.17","",""," Raffinose ","22","Blood","HMDB03213 ",0.171528782704919,0.171528782704919,NA,335650.75517872,209539.34519322,349913.392268124,194805.767263267,4,2,409667.189651238,290159.59488501,418234.343735253,224541.892443378,351481.466844944,287632.806258205,97064.3794014015,101978.728268329
"673",505.1814,"504.169037","6.17","",""," Levan ","22","Not Available","HMDB03539 ",0.171528782704919,0.171528782704919,NA,335650.75517872,209539.34519322,349913.392268124,194805.767263267,4,2,409667.189651238,290159.59488501,418234.343735253,224541.892443378,351481.466844944,287632.806258205,97064.3794014015,101978.728268329
"674",505.1814,"504.169037","6.17","",""," 3-Galactosyllactose ","22","Not Available","HMDB06599 ",0.171528782704919,0.171528782704919,NA,335650.75517872,209539.34519322,349913.392268124,194805.767263267,4,2,409667.189651238,290159.59488501,418234.343735253,224541.892443378,351481.466844944,287632.806258205,97064.3794014015,101978.728268329
"675",505.1814,"504.169037","6.17","",""," Dextrin ","22","Not Available","HMDB06857 ",0.171528782704919,0.171528782704919,NA,335650.75517872,209539.34519322,349913.392268124,194805.767263267,4,2,409667.189651238,290159.59488501,418234.343735253,224541.892443378,351481.466844944,287632.806258205,97064.3794014015,101978.728268329
"676",505.1814,"504.169037","6.17","",""," 1-Kestose ","22","Prostate Tissue","HMDB11729 ",0.171528782704919,0.171528782704919,NA,335650.75517872,209539.34519322,349913.392268124,194805.767263267,4,2,409667.189651238,290159.59488501,418234.343735253,224541.892443378,351481.466844944,287632.806258205,97064.3794014015,101978.728268329
"677",505.1814,"504.169037","6.17","",""," Melezitose ","22","Prostate Tissue","HMDB11730 ",0.171528782704919,0.171528782704919,NA,335650.75517872,209539.34519322,349913.392268124,194805.767263267,4,2,409667.189651238,290159.59488501,418234.343735253,224541.892443378,351481.466844944,287632.806258205,97064.3794014015,101978.728268329
"678",543.2605,"Unknown","6.14","","","Unknown","22","unknown","unknown",0.738194407124438,0.738194407124438,NA,811066.491034084,969342.606332195,726743.158105277,961633.1581497,4,3,671661.161028844,1274680.22227749,781825.155181709,516099.42564829,1327398.63558385,1911319.51752999,42784.5914993895,595867.680715547
"679",496.8652,"Unknown","6.9","","","Unknown","3","unknown","unknown",0.077995827392688,0.077995827392688,NA,3931004.78038746,1916738.04817584,4556326.35494588,1575399.15664535,4,2,4745678.69674004,4747247.74156687,1864118.67009121,4366974.01315171,1246065.97741277,3725496.48390778,790657.395504871,1904732.33587793
"680",827.4701,"Unknown","6.17","","","Unknown","22","unknown","unknown",0.808169896104311,0.808169896104311,NA,1916862.96973021,1504583.35349636,1257914.75673788,136481.398850818,4,1,1332904.01239009,4213445.40356855,938176.961876534,1182925.50108568,5724909.2339519,51789.4574168576,221173.340284779,20461.3823318892
"681",851.3966,"Unknown","6.17","[181][M]+","[2M+Na]+ 414.202","Unknown","22","unknown","unknown",0.665687790338525,0.665687790338525,NA,1755102.64123815,1913295.49675028,1781310.93994606,1696661.74583989,4,4,1906357.0718311,1333791.0123468,2123997.67271367,1656264.80806102,2781762.16705664,1478096.32826471,1828182.95869079,1565140.53298899
"682",852.4011,"Unknown","6.17","[181][M+1]+","","Unknown","22","unknown","unknown",0.0269677277976538,0.0269677277976538,NA,895103.331957276,424340.523230986,856616.686344052,341615.016754756,4,1,861997.41030146,731127.526274639,1136052.42886636,851235.962386644,402589.635230224,220988.998609978,280640.398279288,793143.060804455
"683",867.3693,"Unknown","6.17","","[2M+K]+ 414.202","Unknown","22","unknown","unknown",0.87919057200278,0.87919057200278,NA,784032.002642781,801193.355234293,808626.488997802,811396.561726778,4,4,888981.333094387,629405.557028546,889469.475546975,728271.644901218,1002861.56681706,579118.730666556,803246.929324481,819546.194129075
"684",153.0109,"152.001755","7.72","","[M+Na]+ 130.018"," 3-Sulfinoalanine ","38","Blood; Cerebrospinal Fluid","HMDB00996 ",0.268491765723856,0.268491765723856,NA,419962.299204794,660513.731071731,449553.772785158,628765.240941059,2,4,780741.651248862,266425.358481134,632682.187089181,0,770753.491156176,636566.723982795,613770.951248629,620963.757899322
"685",178.9922,"Unknown","7.64","","[M+H]+ 177.984","Unknown","38","unknown","unknown",0.448169973570672,0.448169973570672,NA,1872710.01305209,1496877.71047528,1884563.960321,1821538.61355287,4,3,1718391.84383496,2003320.28773141,1957216.65793461,1811911.26270739,2110093.93877983,1951660.22812941,1691416.99897633,234339.676015548
"686",180.9899,"Unknown","7.68","","[M+Na]+ 158.001","Unknown","38","unknown","unknown",0.373921969478626,0.373921969478626,NA,2056989.65930007,1911920.87243629,2018024.81502965,1840622.06356484,4,4,2361217.49482076,2125474.53159795,1830691.51232022,1910575.09846136,2182541.44028097,1865984.1653622,1783897.92233449,1815259.96176749
"687",182.9852,"Unknown","7.67","[4][M]+","[M+K]+ 144.028 [M+Na]+ 160.002 [M+H]+ 181.984","Unknown","38","unknown","unknown",0.36732329894131,0.36732329894131,NA,43307656.9929077,40258396.7649914,42550835.8778265,39358334.435862,4,4,49879976.8086932,45008111.2147325,40093560.5409204,38248979.4072846,44695689.4142907,40681494.3329164,37621228.7739509,38035174.5388076
"688",182.9972,"Unknown","7.69","","[M+K]+ 144.028 [M+Na]+ 160.002 [M+H]+ 181.984","Unknown","38","unknown","unknown",0.588999375427366,0.588999375427366,NA,2027857.07124278,1936793.69594164,2047983.20090226,1919096.33587414,4,4,2282526.76246561,2186305.09870154,1909661.30310297,1732935.12070101,2179434.99660246,1989994.22121403,1848198.45053424,1729547.11541584
"689",183.9863,"182.979843","7.68","[4][M+1]+",""," Se-Methylselenocysteine ","38","Not Available","HMDB04113 ",0.318659974299573,0.318659974299573,NA,2740553.41045311,2497167.75691405,2730537.12576078,2383415.7656383,4,4,3087060.93253487,2953974.00260729,2507100.24891428,2414078.45775601,2941241.08928084,2427016.16138523,2280598.40709875,2339815.36989138
"690",497.3377,"Unknown","6.9","[119][M+1]+","","Unknown","3","unknown","unknown",0.265362215054194,0.265362215054194,NA,212737812.892537,367377382.417232,136380711.23859,373506344.289902,2,4,65662197.8051638,516730539.500231,207099224.672016,61459289.5927364,506127697.841836,391713351.001446,355299337.578358,216369143.247287
"691",183.9863,"182.979843","7.68","[4][M+1]+",""," Selenohomocysteine ","38","Not Available","HMDB04119 ",0.318659974299573,0.318659974299573,NA,2740553.41045311,2497167.75691405,2730537.12576078,2383415.7656383,4,4,3087060.93253487,2953974.00260729,2507100.24891428,2414078.45775601,2941241.08928084,2427016.16138523,2280598.40709875,2339815.36989138
"692",196.0166,"Unknown","7.71","","[M+NH4]+ 177.984","Unknown","38","unknown","unknown",0.574036867551683,0.574036867551683,NA,2338659.74846698,1930157.40638563,2444525.65591387,2395300.59211248,4,3,2431193.46075203,2481235.60155236,2457857.85107572,1984352.08048782,2890709.54606846,2531843.99500184,2258757.18922312,39318.8952491143
"693",197.0007,"Unknown","7.71","","[M+NH4]+ 178.967","Unknown","38","unknown","unknown",0.320460226543957,0.320460226543957,NA,1236325.29407169,1727843.75612505,1641542.27764647,1677707.52983694,3,4,1662216.62099383,1628705.62228257,1654378.93301036,0,1932905.15208932,1725377.09120739,1630037.96846649,1623054.81273698
"694",197.0372,"Unknown","7.7","","","Unknown","38","unknown","unknown",0.63133683824469,0.63133683824469,NA,3161527.40806594,3272485.33452599,3254445.91734559,3195154.28188417,4,4,3391961.54659026,3264636.54113083,3244255.29356036,2745256.25098234,3702905.59696445,3368290.78712714,3022017.7766412,2996727.17737119
