"","Query Mass","Database Mass (neutral mass)","rt","Isotope","Adduct","Name","spectra","Biofluid","ENTRY","p.adj","p","Fisher.Test","Mean Class plasma","Mean Class plasma_ringer_palm","Median Class plasma","Median Class plasma_ringer_palm","plasma","plasma_ringer_palm","X1","X2","X3","X4","X5","X6","X7","X8"
"135",227.2,"226.193283","5.83","",""," Tsuzuic acid ","1","Not Available","HMDB05051 ",0.713219216851913,0.713219216851913,NA,17059441.7110602,21291475.5401442,14548503.666985,13273313.1313535,4,4,30865721.4076761,8275038.10259468,20137346.9673793,8959660.36659062,15003630.3329182,49370913.6655493,11542995.9297889,9248362.23232067
"136",804.5562,"803.546509","6.73","","[M+K]+ 765.589 [M+Na]+ 781.563 [M+NH4]+ 786.518 [M+H]+ 803.545"," PC(18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z)) ","5","Blood","HMDB08245 ",0.933399802418373,0.933399802418373,NA,89421402.8147415,93806596.6163302,81137611.3900687,106571462.307879,3,4,326063.916468809,58224358.5898996,195084324.56236,104050864.190238,14034125.9820494,148049335.867514,115717901.097101,97425023.5186563
"137",804.5562,"803.546509","6.73","","[M+K]+ 765.589 [M+Na]+ 781.563 [M+NH4]+ 786.518 [M+H]+ 803.545"," PC(20:3(5Z,8Z,11Z)/18:4(6Z,9Z,12Z,15Z)) ","5","Blood","HMDB08372 ",0.933399802418373,0.933399802418373,NA,89421402.8147415,93806596.6163302,81137611.3900687,106571462.307879,3,4,326063.916468809,58224358.5898996,195084324.56236,104050864.190238,14034125.9820494,148049335.867514,115717901.097101,97425023.5186563
"138",804.5562,"803.546509","6.73","","[M+K]+ 765.589 [M+Na]+ 781.563 [M+NH4]+ 786.518 [M+H]+ 803.545"," PC(20:3(8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z)) ","5","Blood","HMDB08405 ",0.933399802418373,0.933399802418373,NA,89421402.8147415,93806596.6163302,81137611.3900687,106571462.307879,3,4,326063.916468809,58224358.5898996,195084324.56236,104050864.190238,14034125.9820494,148049335.867514,115717901.097101,97425023.5186563
"139",804.5562,"803.546509","6.73","","[M+K]+ 765.589 [M+Na]+ 781.563 [M+NH4]+ 786.518 [M+H]+ 803.545"," PC(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z)) ","5","Blood","HMDB08435 ",0.933399802418373,0.933399802418373,NA,89421402.8147415,93806596.6163302,81137611.3900687,106571462.307879,3,4,326063.916468809,58224358.5898996,195084324.56236,104050864.190238,14034125.9820494,148049335.867514,115717901.097101,97425023.5186563
"140",804.5562,"803.546509","6.73","","[M+K]+ 765.589 [M+Na]+ 781.563 [M+NH4]+ 786.518 [M+H]+ 803.545"," PC(20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z)) ","5","Blood","HMDB08436 ",0.933399802418373,0.933399802418373,NA,89421402.8147415,93806596.6163302,81137611.3900687,106571462.307879,3,4,326063.916468809,58224358.5898996,195084324.56236,104050864.190238,14034125.9820494,148049335.867514,115717901.097101,97425023.5186563
"141",804.5562,"803.546509","6.73","","[M+K]+ 765.589 [M+Na]+ 781.563 [M+NH4]+ 786.518 [M+H]+ 803.545"," PC(20:4(8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z)) ","5","Blood","HMDB08468 ",0.933399802418373,0.933399802418373,NA,89421402.8147415,93806596.6163302,81137611.3900687,106571462.307879,3,4,326063.916468809,58224358.5898996,195084324.56236,104050864.190238,14034125.9820494,148049335.867514,115717901.097101,97425023.5186563
"142",804.5562,"803.546509","6.73","","[M+K]+ 765.589 [M+Na]+ 781.563 [M+NH4]+ 786.518 [M+H]+ 803.545"," PC(20:4(8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)) ","5","Blood","HMDB08469 ",0.933399802418373,0.933399802418373,NA,89421402.8147415,93806596.6163302,81137611.3900687,106571462.307879,3,4,326063.916468809,58224358.5898996,195084324.56236,104050864.190238,14034125.9820494,148049335.867514,115717901.097101,97425023.5186563
"143",804.5562,"803.546509","6.73","","[M+K]+ 765.589 [M+Na]+ 781.563 [M+NH4]+ 786.518 [M+H]+ 803.545"," PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z)) ","5","Blood","HMDB08500 ",0.933399802418373,0.933399802418373,NA,89421402.8147415,93806596.6163302,81137611.3900687,106571462.307879,3,4,326063.916468809,58224358.5898996,195084324.56236,104050864.190238,14034125.9820494,148049335.867514,115717901.097101,97425023.5186563
"144",804.5562,"803.546509","6.73","","[M+K]+ 765.589 [M+Na]+ 781.563 [M+NH4]+ 786.518 [M+H]+ 803.545"," PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z)) ","5","Blood","HMDB08726 ",0.933399802418373,0.933399802418373,NA,89421402.8147415,93806596.6163302,81137611.3900687,106571462.307879,3,4,326063.916468809,58224358.5898996,195084324.56236,104050864.190238,14034125.9820494,148049335.867514,115717901.097101,97425023.5186563
"145",284.2897,"Unknown","7.4","[40][M]+","","Unknown","7","unknown","unknown",0.22809608670617,0.22809608670617,NA,191521103.550283,470787411.423968,132268294.958761,454791869.52055,2,4,19307737.3290925,500670899.129449,245228852.58843,876925.154160501,229919907.286846,832267926.690922,141297979.96385,679663831.754254
"146",227.2,"226.193283","5.83","",""," trans-Tetra-dec-2-enoic acid ","1","Not Available","HMDB10732 ",0.713219216851913,0.713219216851913,NA,17059441.7110602,21291475.5401442,14548503.666985,13273313.1313535,4,4,30865721.4076761,8275038.10259468,20137346.9673793,8959660.36659062,15003630.3329182,49370913.6655493,11542995.9297889,9248362.23232067
"147",285.2972,"Unknown","7.4","[40][M+1]+","","Unknown","7","unknown","unknown",0.625068486502756,0.625068486502756,NA,67043198.1926153,87842187.8356128,70602942.8876929,87723396.7567107,4,4,117824632.221962,97830739.9503625,43375145.8250233,9142274.77311339,42561734.6515809,151014794.480522,24907163.3485079,132885058.861841
"148",466.1784,"Unknown","7.42","","","Unknown","7","unknown","unknown",0.0247400153471508,0.0247400153471508,NA,898781.07147906,6250630.51457335,829791.706655703,5480733.08048511,2,4,1500137.59331862,1868919.64997459,159445.819992783,66621.2226302446,5509195.1735912,5452270.98737903,10218624.8923942,3822431.00492902
"149",780.5379,"Unknown","7.37","[172][M]+","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538","Unknown","7","unknown","unknown",0.554631412365834,0.554631412365834,NA,202046867.671402,375507215.659903,227037134.565647,182653761.64204,4,3,19921014.8049501,150249527.464882,303824741.666413,334192186.749362,22151729.5638335,1114569609.7917,42908693.6137447,322398829.670335
"150",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z)) ","7","Blood; Cerebrospinal Fluid","HMDB07890 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"151",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(14:0/22:5(7Z,10Z,13Z,16Z,19Z)) ","7","Blood; Cerebrospinal Fluid","HMDB07891 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"152",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(14:1(9Z)/22:4(7Z,10Z,13Z,16Z)) ","7","Blood; Cerebrospinal Fluid","HMDB07922 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"153",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(16:0/20:5(5Z,8Z,11Z,14Z,17Z)) ","7","Blood; Cerebrospinal Fluid","HMDB07984 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"154",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)) ","7","Blood; Cerebrospinal Fluid","HMDB08015 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"155",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(16:1(9Z)/20:4(8Z,11Z,14Z,17Z)) ","7","Blood; Cerebrospinal Fluid","HMDB08016 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"156",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(18:1(11Z)/18:4(6Z,9Z,12Z,15Z)) ","7","Blood; Cerebrospinal Fluid","HMDB08075 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"157",247.1578,"246.146729","5.83","","[M+Na]+ 224.171"," 3-Hydroxydodecanedioic acid ","1","Not Available","HMDB00413 ",0.43804570872659,0.43804570872659,NA,6634858.73128322,9594300.64636266,7550410.3190698,8053793.30566343,3,4,11216978.4255745,4463419.02104896,10637401.6170906,221635.861418824,9070802.06258179,16510050.1025398,7036784.54874507,5759565.87158398
"158",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)) ","7","Blood; Cerebrospinal Fluid","HMDB08108 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"159",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)) ","7","Blood; Cerebrospinal Fluid","HMDB08140 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"160",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)) ","7","Blood; Cerebrospinal Fluid","HMDB08141 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"161",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)) ","7","Blood; Cerebrospinal Fluid","HMDB08171 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"162",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)) ","7","Blood; Cerebrospinal Fluid","HMDB08204 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"163",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(18:4(6Z,9Z,12Z,15Z)/18:1(11Z)) ","7","Blood; Cerebrospinal Fluid","HMDB08235 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"164",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(18:4(6Z,9Z,12Z,15Z)/18:1(9Z)) ","7","Blood; Cerebrospinal Fluid","HMDB08236 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"165",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)) ","7","Blood; Cerebrospinal Fluid","HMDB08430 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"166",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z)) ","7","Blood; Cerebrospinal Fluid","HMDB08463 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"167",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:0) ","7","Blood; Cerebrospinal Fluid","HMDB08495 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"168",247.1614,"Unknown","5.83","","[M+Na]+ 224.171","Unknown","1","unknown","unknown",0.890059275215206,0.890059275215206,NA,9306977.44036129,8645669.27544186,9202113.79214294,6619692.91956744,4,3,13504042.7101688,5319639.4669905,12383712.0304346,6020515.55385131,1324587.51186143,20018703.7507712,7264310.30463293,5975075.53450194
"169",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(22:4(7Z,10Z,13Z,16Z)/14:1(9Z)) ","7","Blood; Cerebrospinal Fluid","HMDB08624 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"170",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:0) ","7","Blood; Cerebrospinal Fluid","HMDB08656 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"171",780.5524,"779.546509","7.37","","[M+K]+ 741.582 [M+Na]+ 757.556 [M+NH4]+ 762.511 [M+H]+ 779.538"," PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:0) ","7","Blood; Cerebrospinal Fluid","HMDB08689 ",0.413977505297867,0.413977505297867,NA,239686340.740808,508040511.19555,268904931.19907,351626996.69786,4,4,20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"172",781.5478,"Unknown","7.37","[172][M+1]+","","Unknown","7","unknown","unknown",0.334737310628597,0.334737310628597,NA,69471080.3607582,219123366.151809,53667901.2755708,135885863.364314,3,4,8706527.24325925,82815196.6746044,161841991.648632,24520605.8765373,9570493.34440104,595151244.534207,120740432.526444,151031294.202184
"173",781.5551,"Unknown","7.39","","[M+K]+ 742.596 [M+Na]+ 758.57 [M+NH4]+ 763.525 [M+H]+ 780.552","Unknown","7","unknown","unknown",0.309435174742972,0.309435174742972,NA,78730322.9088894,240480590.331127,73576219.4028203,167402469.541839,3,4,0,86669677.121558,167768852.829917,60482761.6840826,9453252.92875977,617664169.312069,177362965.825409,157441973.258269
"174",781.563,"Unknown","7.41","","[M+K]+ 742.596 [M+Na]+ 758.57 [M+NH4]+ 763.525 [M+H]+ 780.552","Unknown","7","unknown","unknown",0.401186486755333,0.401186486755333,NA,106920843.135335,235087825.560827,124961484.064508,164318725.889406,3,4,0,85441300.4461355,164481667.68288,177760404.412326,7676283.92213542,604037566.542359,173969860.284504,154667591.494307
"175",785.5853,"Unknown","7.38","","","Unknown","7","unknown","unknown",0.160846373502678,0.160846373502678,NA,68310337.0504751,187903748.874287,52287838.8504542,235178638.130668,4,3,28013902.8974389,23251243.6040801,145414426.896912,76561774.8034694,42121.4748893059,281215597.760923,255403341.267554,214953934.993782
"176",245.2263,"Unknown","6.95","","","Unknown","10","unknown","unknown",0.178362971427431,0.178362971427431,NA,3974723.62665451,2688651.40118017,3531077.07718155,2254824.74086352,4,4,3220880.92627269,5664412.0668961,3841273.22809042,3172328.28535885,1788060.98674902,1987428.99349963,4456895.13624461,2522220.48822741
"177",263.2364,"Unknown","6.95","[26][M]+","","Unknown","10","unknown","unknown",0.179087175267743,0.179087175267743,NA,14341095.8079859,10445098.3134718,13269285.5721079,9160209.37433542,4,4,11231424.6856053,19594387.4021224,14820144.5819898,11718426.5622261,8052008.14156697,8746284.94792913,15407966.3636493,9574133.80074171
"178",264.2403,"Unknown","6.95","[26][M+1]+","","Unknown","10","unknown","unknown",0.137261463538942,0.137261463538942,NA,2141851.35679968,1059907.79458468,1982369.80542763,835885.468640493,4,2,1907921.83900879,3009689.8958574,2056817.77184646,1592975.92048605,188117.886148761,240060.43762044,2379742.35490896,1431710.49966055
"179",247.1635,"Unknown","5.83","","[M+Na]+ 224.171","Unknown","1","unknown","unknown",0.821702152829346,0.821702152829346,NA,9976715.45055851,10938728.1719361,9366464.65939437,8418849.31804738,4,4,15252323.7818089,5921608.70163641,12548720.3648039,6184208.95398483,9399540.91133163,20729630.9437703,7438157.72476312,6187583.10787955
"180",281.2661,"Unknown","6.95","","","Unknown","10","unknown","unknown",0.182948238876045,0.182948238876045,NA,7056337.43045991,5034745.38452985,6494863.0761502,4352424.5562381,4,4,6054204.55614513,9824789.67758178,6935521.59615526,5410833.89195748,3693404.20867287,4049930.65647906,7740728.21697034,4654918.45599714
"181",299.1387,"Unknown","6.96","","","Unknown","10","unknown","unknown",0.516304525492079,0.516304525492079,NA,3525497.3018261,2958928.05238126,3743641.21351447,2664985.69796136,4,4,3463881.42645172,1589623.78557307,4023401.00057722,5025082.99470237,2678305.84000933,4007581.01736902,2651665.5559134,2498159.79623329
"182",352.3575,"Unknown","6.96","","","Unknown","10","unknown","unknown",0.446349727511477,0.446349727511477,NA,33044280.785625,60336676.0540235,33092636.3872544,49172521.1708648,3,4,13900333.0169699,3183014.96411096,62808835.4038803,52284939.7575389,19318215.853374,79026826.4883556,134734559.20307,8267102.67129455
"183",377.3258,"Unknown","6.96","","[M+H]+ 376.319","Unknown","10","unknown","unknown",0.920729393338659,0.920729393338659,NA,7053274.69170546,7355337.91358944,7094103.76222769,7617155.43378742,4,4,10752955.3500497,5926867.95495689,8261339.56949849,3271935.89231676,4104263.68439584,11130047.183179,2364071.4057653,11822969.3810176
"184",399.308,"Unknown","6.96","","[M+Na]+ 376.319","Unknown","10","unknown","unknown",0.876080834248824,0.876080834248824,NA,10950636.8399047,11698000.1310064,11488865.7034467,11630811.0253322,4,4,15967849.3815394,10009848.1717901,12967883.2351032,4856966.57118614,5855911.02682421,17405711.0238403,4192067.59971821,19338310.8736428
"185",427.042,"Unknown","6.96","","","Unknown","10","unknown","unknown",0.934833146418394,0.934833146418394,NA,14749008.2233299,15392604.2246065,13572284.6204044,13907028.2401888,3,4,17595821.5150644,4180592.34233336,27670871.3101772,9548747.72574454,6844193.7483188,28303862.6638399,5452497.75420862,20969862.7320589
"186",429.0401,"Unknown","6.97","","","Unknown","10","unknown","unknown",0.586445435832172,0.586445435832172,NA,7071682.08203595,10222063.5275356,7134348.99350864,6718295.91281358,4,4,9372814.53451147,8271753.87920447,5996944.1078128,4645215.80661507,2799065.61083968,24652596.6736756,3048922.69467587,10387669.1309513
"187",439.1336,"Unknown","6.96","[95][M]+","","Unknown","10","unknown","unknown",0.91904352434754,0.91904352434754,NA,15878481.9921576,16102644.0943303,16141491.7097489,14832371.0211958,4,4,14397830.1533611,15640366.6594057,16642616.7600922,16833114.3957713,21776016.1038203,12969818.2311094,13941886.9924576,15722855.049934
"188",440.1365,"Unknown","6.97","[95][M+1]+","","Unknown","10","unknown","unknown",0.180090932358394,0.180090932358394,NA,1716385.46496757,1065561.93322478,1767145.76245698,1113542.11161106,4,2,1756533.93047918,1505165.03146356,1777757.59443478,1826085.30349274,684097.719760215,1542986.50346191,209914.428428056,1825249.08124893
"189",441.1306,"Unknown","6.97","[95][M+2]+","","Unknown","10","unknown","unknown",0.842052038620092,0.842052038620092,NA,7158495.3828709,7435963.60743255,7239098.29493064,6625949.37148734,4,4,6292572.99413941,6905856.76802166,7572339.82183961,7863211.94748292,10881280.2153177,5610876.64911695,5610675.47143779,7641022.09385773
"190",247.1778,"Unknown","5.83","[20][M]+","[M+Na]+ 224.188","Unknown","1","unknown","unknown",0.699440671545733,0.699440671545733,NA,299503637.792204,347833260.580425,296991360.003059,275107058.390369,4,4,431273876.097359,172757955.065338,389552642.497172,204430077.508946,294938851.072598,639270718.637041,255275265.70814,201848206.90392
"191",522.3448,"Unknown","6.94","[129][M]+","[M+H]+ 521.339","Unknown","10","unknown","unknown",0.691921519595861,0.691921519595861,NA,406564619.031915,356020909.293675,411840913.294111,343866946.451185,4,4,412061739.539047,665382343.262043,137194306.277396,411620087.049176,490764990.918359,348481404.042609,339252488.859761,245584753.353972
"192",577.4107,"Unknown","6.97","","","Unknown","10","unknown","unknown",0.776317801190241,0.776317801190241,NA,1922624.72852058,2118330.71945898,2278666.83478023,2144449.33351418,3,4,2380173.7233554,2177159.94620507,190272.207600818,2942893.03692104,2616913.82351938,1567510.38728816,2346931.59108984,1941967.07593853
"193",577.8729,"Unknown","6.97","","","Unknown","10","unknown","unknown",0.523442942358363,0.523442942358363,NA,2256568.9673961,2805581.60423638,2665969.333872,2533229.12807499,3,4,3357390.12678353,2307405.63471441,336947.075056868,3024533.03302959,4039175.17602554,2332659.08816105,2733799.16798893,2116692.98476999
"194",585.2722,"584.263489","6.96","",""," Bilirubin ","10","Bile; Blood; Cerebrospinal Fluid; Urine","HMDB00054 ",0.954181981493302,0.954181981493302,NA,4402904.17125398,4498078.69754736,5365539.92495788,4373201.42260367,3,4,5031667.18723662,118589.361270384,5699412.66267915,6761947.47382978,4450219.44458052,5771829.03923687,4296183.40062682,3474082.90574524
"195",585.2722,"584.263489","6.96","",""," 4E,15Z-Bilirubin IXa ","10","Not Available","HMDB00488 ",0.954181981493302,0.954181981493302,NA,4402904.17125398,4498078.69754736,5365539.92495788,4373201.42260367,3,4,5031667.18723662,118589.361270384,5699412.66267915,6761947.47382978,4450219.44458052,5771829.03923687,4296183.40062682,3474082.90574524
"196",597.4074,"Unknown","6.96","","","Unknown","10","unknown","unknown",0.519239396584206,0.519239396584206,NA,4721016.20262584,5353475.51899289,5141802.92039934,5011784.27898328,4,4,5977246.77377601,4816996.74796392,2623212.19592865,5466609.09283476,6885186.63452322,4505146.88348176,5397496.71445783,4626071.84350874
"197",599.8857,"Unknown","6.96","","","Unknown","10","unknown","unknown",0.00783530450208561,0.00783530450208561,NA,427923.555449332,2198019.52640923,282385.11471015,2176553.58457675,0,4,902206.236047243,244717.756329784,255525.462798481,309244.766621818,2982811.81324121,1850359.67471951,2502747.49443398,1456159.1232422
"198",606.3083,"Unknown","6.96","[150][M]+","[M+K+HCOOH]+ 521.339","Unknown","10","unknown","unknown",0.489763168657323,0.489763168657323,NA,17191679.7356272,14272328.0402689,17663722.9132126,14499375.476027,4,4,20179542.8064599,25283451.7435169,8155821.37256671,15147903.0199653,16383764.8856191,14554148.5594933,14444602.3925607,11706796.3234026
"199",607.3104,"Unknown","6.96","[150][M+1]+","","Unknown","10","unknown","unknown",0.412598258720036,0.412598258720036,NA,4536715.5964886,3587786.26563217,4829790.35549487,3680761.76348887,4,4,5451455.07617005,6542454.80911625,1944826.86584839,4208125.6348197,4029463.11087627,3444143.53427412,3917379.99270363,2960158.42467467
"200",633.4554,"Unknown","6.97","","","Unknown","10","unknown","unknown",0.0212475889778642,0.0212475889778642,NA,1660483.1713995,503576.436966769,1656112.92006646,318596.453840457,4,1,2096753.35445095,2231148.12396563,1098558.72149945,1215472.48568198,331089.071354973,306103.836325942,237447.311826785,1139665.52835938
"201",247.2004,"Unknown","5.82","","","Unknown","1","unknown","unknown",0.183399936974201,0.183399936974201,NA,1279268.95283943,2843911.85396942,518570.79357092,2703433.61466463,1,4,3823374.64583699,256559.578378878,774929.752402431,262211.834739409,2874521.6875841,4301401.8350473,2532345.54174515,1667378.35150115
"202",672.5251,"Unknown","6.96","","","Unknown","10","unknown","unknown",0.516505556199527,0.516505556199527,NA,7158242.56720809,6050154.23988443,7107192.52919039,7130735.06968031,4,3,7415865.14520255,6798519.91317824,7963690.49370756,6454894.71674402,8284199.68000476,6968097.86008097,7293372.27927965,1654947.14017236
"203",716.5503,"Unknown","6.96","","","Unknown","10","unknown","unknown",0.725758059068593,0.725758059068593,NA,5233275.6976621,4765446.12830277,5296476.78203954,5386284.18748945,4,3,5433349.52442855,4580066.29417235,5760082.93239698,5159604.03965054,5143027.59784104,1355986.31764692,5629540.77713785,6933229.82058527
"204",815.3372,"814.325928","6.97","",""," Tricrocin ","10","Not Available","HMDB02376 ",0.888359056044917,0.888359056044917,NA,6086949.18211248,5893183.67637979,6167758.02096473,5703448.70745149,4,4,4863581.55885844,6527348.34303719,5808167.69889227,7148699.12766201,8970370.36849125,5245930.50356439,3195466.92212495,6160966.91133859
"205",817.3326,"Unknown","6.97","","","Unknown","10","unknown","unknown",0.58102832310663,0.58102832310663,NA,4083573.99540903,3398890.4524825,3905901.49579424,3650444.6579666,4,3,3358932.08745732,4367367.40614678,3444435.5854417,5163560.90259032,5653488.2625867,3096585.58436513,641184.231410093,4204303.73156807
